Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,Delays
2004,9,26,7,1533,1535,1624,1633,CO,51,58,31,-9,-2,AUS,IAH,140,0
2004,8,22,7,1513,1515,2232,2246,CO,259,271,242,-14,-2,LAX,CLE,2053,0
2004,6,15,2,1055,1105,1158,1205,MQ,63,60,38,-7,-10,JFK,BOS,187,0
2004,3,12,5,1341,1345,1718,1721,AA,157,156,139,-3,-4,STL,BOS,1046,0
2004,5,28,5,1557,1545,1829,1810,CO,332,325,299,19,12,EWR,LAS,2227,1
2004,5,19,3,1447,1452,1555,1606,MQ,68,74,51,-11,-5,ORD,DSM,299,0
2004,6,25,5,1841,1735,2302,2023,CO,441,348,335,159,66,EWR,SAN,2425,1
2004,7,24,6,1355,1344,1451,1443,OO,56,59,41,8,11,LAS,PSP,173,1
2004,9,6,1,630,630,949,1010,OH,139,160,117,-21,0,STL,JFK,892,0
2004,2,26,4,1505,1506,1802,1759,NW,117,113,104,3,-1,MSP,BUF,734,1
2004,3,28,7,815,815,1240,1250,WN,145,155,127,-10,0,LAS,AUS,1090,0
2004,6,4,5,1248,1254,1312,1308,DL,84,74,51,4,-6,ATL,JAN,341,1
2004,3,4,4,1521,1523,1604,1610,DH,43,47,23,-6,-2,RIC,IAD,99,0
2004,8,26,4,1736,1647,1825,1738,AS,49,51,38,47,49,ADQ,ANC,252,1
2004,2,19,4,1550,1550,1720,1714,EV,210,204,183,6,0,DFW,SNA,1205,1
2004,9,13,1,735,735,835,835,WN,60,60,49,0,0,OKC,MCI,313,0
2004,11,30,2,1601,1551,1638,1635,UA,97,104,83,3,10,MCI,DEN,533,1
2004,8,1,7,1016,1020,1203,1202,XE,107,102,81,1,-4,BDL,CLE,475,1
2004,1,8,4,1155,1045,1318,1156,OO,83,71,170,82,70,BZN,SLC,347,1
2004,2,10,2,1601,1610,1648,1704,AS,47,54,36,-16,-9,KTN,SIT,183,0
2004,6,3,4,1053,1055,1153,1212,OH,60,77,45,-19,-2,CVG,CLT,335,0
2004,6,25,5,610,615,719,729,EV,69,74,59,-10,-5,HTS,ATL,342,0
2004,4,25,7,1535,1505,1650,1630,WN,135,145,122,20,30,BWI,STL,737,1
2004,7,22,4,1651,1650,1934,1941,DL,283,291,256,-7,1,PHL,SLC,1926,1
2004,7,6,2,2144,2110,2223,2145,OH,99,95,78,38,34,CVG,DSM,505,1
2004,1,23,5,729,730,830,835,CO,61,65,42,-5,-1,EWR,DCA,199,0
2004,12,21,2,615,615,707,710,WN,52,55,42,-3,0,DAL,HOU,239,0
2004,9,8,3,818,820,1048,1049,HP,150,149,131,-1,-2,PDX,PHX,1009,0
2004,4,4,7,1239,1239,1410,1420,EV,151,161,135,-10,0,CAE,DFW,922,0
2004,9,30,4,614,620,652,701,MQ,38,41,18,-9,-6,MKE,ORD,67,0
2004,2,4,3,1012,1015,1239,1237,TZ,147,142,121,2,-3,IND,SRQ,876,1
2004,5,3,1,1553,1555,2338,2328,HP,285,273,264,10,-2,LAS,PHL,2176,1
2004,1,12,1,1905,1900,2148,2134,UA,283,274,250,14,5,ORD,SFO,1846,1
2004,5,28,5,825,825,1142,1118,AA,137,113,88,24,0,DEN,DFW,641,1
2004,9,19,7,1142,1035,1339,1255,WN,177,200,165,44,67,BWI,HOU,1246,1
2004,10,19,2,1206,1042,1437,1258,AS,91,76,63,99,84,SEA,BOI,399,1
2004,2,4,3,1852,1900,2030,2015,MQ,98,75,46,15,-8,LGA,DCA,214,1
2004,7,24,6,554,555,742,745,OH,108,110,85,-3,-1,CHS,LGA,641,0
2004,8,6,5,710,714,806,804,MQ,56,50,34,2,-4,FWA,ORD,157,1
2004,5,31,1,1917,1810,2050,2005,FL,93,115,78,45,67,PBI,ATL,545,1
2004,12,11,6,1250,1242,1344,1340,MQ,54,58,38,4,8,DFW,SPS,113,1
2004,12,2,4,1100,1050,1225,1220,WN,85,90,67,5,10,LAS,OAK,407,1
2004,12,8,3,1055,1100,1140,1150,US,45,50,30,-10,-5,CLT,MYR,156,0
2004,11,19,5,1111,945,1337,1209,OO,86,84,75,88,86,FAT,SLC,501,1
2004,1,12,1,1310,1310,1415,1410,WN,65,60,53,5,0,DAL,SAT,248,1
2004,6,15,2,1753,1605,1848,1712,EV,55,67,36,96,108,CAE,ATL,191,1
2004,10,7,4,1402,1305,1551,1507,HP,109,122,98,44,57,PHX,OAK,646,1
2004,10,13,3,1957,1957,2200,2115,EV,123,78,74,45,0,LEX,ATL,303,1
2004,7,30,5,705,700,910,905,WN,65,65,47,5,5,PHX,ABQ,328,1
2004,10,10,7,1645,1645,1745,1745,WN,60,60,38,0,0,STL,MDW,251,0
2004,3,21,7,2125,2100,2235,2220,WN,70,80,60,15,25,MCI,BNA,491,1
2004,9,1,3,640,640,745,750,OO,125,130,107,-5,0,MLI,DEN,751,0
2004,1,3,6,1231,1210,1708,1720,NW,157,190,137,-12,21,LAS,MSP,1300,1
2004,2,19,4,1202,1200,1453,1501,AA,111,121,92,-8,2,ORD,LGA,733,1
2004,12,30,4,959,1005,1124,1142,DL,85,97,66,-18,-6,DCA,CVG,411,0
2004,8,6,5,1454,1500,1744,1755,CO,230,235,187,-11,-6,LGA,IAH,1416,0
2004,8,16,1,1900,1900,2023,2030,WN,83,90,70,-7,0,JAX,ORF,543,0
2004,12,3,5,1746,1748,1854,1914,DL,68,86,51,-20,-2,GSO,ATL,306,0
2004,2,3,2,712,720,833,841,NW,81,81,59,-8,-8,MCI,MEM,392,0
2004,2,29,7,2208,2158,2302,2258,AA,54,60,39,4,10,DFW,TUL,237,1
2004,8,4,3,1752,1800,2033,1958,DH,161,118,100,35,-8,ATL,IAD,533,1
2004,9,22,3,1533,1537,1724,1732,HP,111,115,91,-8,-4,OAK,PHX,646,0
2004,10,2,6,1839,1845,2027,2031,TZ,168,166,136,-4,-6,FLL,IND,1005,0
2004,5,20,4,2013,2015,2131,2152,DH,78,97,68,-21,-2,RDU,CVG,390,0
2004,2,22,7,1442,1440,1657,1640,XE,135,120,100,17,2,EWR,GRR,605,1
2004,8,2,1,1127,1137,1242,1302,AS,75,85,60,-20,-10,RNO,LAX,390,0
2004,10,15,5,1046,1100,1415,1445,XE,149,165,128,-30,-14,MEM,EWR,946,0
2004,1,16,5,1014,950,1319,1258,US,365,368,326,21,24,PHL,LAX,2401,1
2004,8,24,2,2018,2025,2228,2229,AA,250,244,232,-1,-7,ORD,SNA,1726,0
2004,3,8,1,925,930,1120,1130,AS,115,120,100,-10,-5,SEA,OAK,671,0
2004,10,2,6,1536,1540,1810,1820,CO,154,160,132,-10,-4,TPA,EWR,998,0
2004,10,21,4,1730,1640,1827,1725,WN,117,105,96,62,50,SLC,LAX,590,1
2004,4,2,5,905,905,913,920,WN,68,75,48,-7,0,PHX,SAN,304,0
2004,2,3,2,2013,2010,2158,2208,DH,105,118,2,-10,3,ORD,FAR,557,1
2004,8,17,2,1430,1435,1623,1622,XE,113,107,89,1,-5,BHM,IAH,562,1
2004,1,17,6,1649,1645,1803,1759,OO,74,74,160,4,4,SGU,SLC,269,1
2004,4,10,6,926,855,1339,1320,AA,193,205,176,19,31,DFW,EWR,1372,1
2004,6,5,6,1000,1002,1120,1111,DL,80,69,48,9,-2,ATL,JAX,270,1
2004,7,5,1,1127,1130,1257,1310,NW,210,220,190,-13,-3,MSP,PDX,1426,0
2004,5,18,2,1440,1444,1825,1823,AA,165,159,138,2,-4,DFW,DTW,987,1
2004,11,5,5,1330,1335,1714,1722,EV,164,167,143,-8,-5,DFW,PBI,1103,0
2004,4,4,7,1845,1846,2009,1934,MQ,144,108,84,35,-1,ROC,ORD,528,1
2004,10,18,1,1428,1429,1531,1531,AA,63,62,36,0,-1,AUS,DFW,190,0
2004,5,12,3,1542,1550,1708,1713,HP,86,83,62,-5,-8,LAX,PHX,370,0
2004,1,1,4,1418,1423,1938,1950,TZ,200,207,178,-12,-5,LAS,MDW,1521,0
2004,11,29,1,2005,2005,2150,2145,WN,105,100,87,5,0,PDX,OAK,543,1
2004,10,13,3,648,650,822,818,TZ,94,88,70,4,-2,MDW,MSP,349,1
2004,1,9,5,1845,1835,1954,1945,WN,69,70,54,9,10,CLE,BWI,314,1
2004,6,21,1,0,2155,0,2254,EV,0,59,0,0,0,TYS,ATL,152,0
2004,6,29,2,1217,1229,1414,1427,NW,117,118,99,-13,-12,PVD,DTW,614,0
2004,12,15,3,1231,1220,1435,1438,NW,244,258,224,-3,11,DTW,PHX,1671,1
2004,7,25,7,1757,1735,1913,1900,WN,76,85,67,13,22,SMF,SAN,480,1
2004,12,17,5,730,710,956,950,WN,86,100,79,6,20,PDX,SLC,630,1
2004,4,1,4,630,625,841,845,OH,131,140,109,-4,5,ROC,ATL,749,1
2004,8,28,6,2032,1944,1,2326,AA,149,162,129,35,48,DFW,RDU,1062,1
2004,2,28,6,1731,1739,1834,1850,DL,63,71,42,-16,-8,CAE,ATL,191,0
2004,5,6,4,1457,1505,1735,1739,DL,98,94,77,-4,-8,PHX,SLC,507,0
2004,3,11,4,810,810,910,920,WN,60,70,50,-10,0,DAL,AMA,324,0
2004,1,2,5,1922,1930,2052,2107,XE,90,97,68,-15,-8,CMH,EWR,462,0
2004,2,11,3,1017,1013,1110,1104,MQ,53,51,30,6,4,PSP,LAX,110,1
2004,3,16,2,858,858,944,958,EV,46,60,32,-14,0,ATL,CHA,106,0
2004,11,28,7,1048,1050,1202,1206,OO,74,76,54,-4,-2,LAX,SJC,308,0
2004,8,31,2,2014,2015,2217,2218,US,303,303,271,-1,-1,PHL,PHX,2075,0
2004,5,27,4,1534,1534,1833,1818,MQ,119,104,78,15,0,ORD,MDT,594,1
2004,10,20,3,1840,1844,2121,2143,NW,161,179,138,-22,-4,MSP,IAH,1034,0
2004,2,8,7,906,915,1033,1042,NW,87,87,72,-9,-9,MDW,MSP,349,0
2004,6,8,2,750,750,905,905,WN,75,75,68,0,0,LAX,TUS,451,0
2004,6,2,3,1541,1515,1710,1640,US,89,85,65,30,26,BDL,PIT,406,1
2004,7,1,4,1720,1720,1839,1843,EV,79,83,55,-4,0,DFW,BTR,383,0
2004,11,6,6,2006,2014,2151,2206,FL,105,112,83,-15,-8,FLL,ATL,581,0
2004,3,8,1,931,935,1107,1117,XE,96,102,80,-10,-4,IAH,ICT,542,0
2004,2,14,6,1443,1425,1520,1510,WN,37,45,29,10,18,OAK,RNO,180,1
2004,2,4,3,730,735,833,834,XE,63,59,47,-1,-5,IAH,CRP,201,0
2004,8,12,4,1836,1840,2154,2155,AA,138,135,112,-1,-4,LAX,DEN,862,0
2004,3,23,2,656,700,824,833,AA,148,153,122,-9,-4,LGA,ORD,733,0
2004,1,10,6,1100,1105,1217,1223,OO,72,78,158,-6,0,SLC,SGU,269,0
2004,3,13,6,1832,1833,1927,1955,AA,175,202,159,-28,-1,DFW,SNA,1205,0
2004,2,20,5,740,740,908,915,WN,88,95,69,-7,0,PHX,SLC,507,0
2004,12,29,3,1710,1549,1838,1716,MQ,88,87,55,82,81,ORD,BNA,409,1
2004,8,12,4,925,925,1003,1007,OH,38,42,17,-4,0,CVG,LEX,70,0
2004,6,3,4,1756,1758,2008,2031,AA,132,153,108,-23,-2,MDW,DFW,797,0
2004,12,21,2,1407,1411,1614,1610,DL,67,59,39,4,-4,BHM,ATL,134,1
2004,11,21,7,1306,1315,1529,1536,NW,203,201,181,-7,-9,MCO,MSP,1310,0
2004,8,15,7,2157,2202,2336,2345,AA,219,223,202,-9,-5,DFW,PDX,1616,0
2004,11,26,5,1714,1715,1911,1914,UA,117,119,104,-3,-1,DEN,BOI,649,0
2004,10,12,2,1808,1800,2016,2030,B6,308,330,96,-14,8,IAD,LGB,2277,1
2004,2,13,5,1747,1745,1919,1914,DL,212,209,164,5,2,ATL,DEN,1199,1
2004,12,8,3,2054,2055,2334,2315,XE,220,200,199,19,-1,IAH,SLC,1195,1
2004,12,16,4,1843,1830,2147,2153,US,304,323,269,-6,13,PHL,PHX,2075,1
2004,2,21,6,628,635,710,720,US,42,45,25,-10,-7,GSO,CLT,83,0
2004,11,7,7,1845,1847,1956,1956,AA,71,69,42,0,-2,SAT,DFW,247,0
2004,4,16,5,1807,1805,2042,2048,OO,95,103,173,-6,2,LAX,SLC,590,1
2004,8,6,5,1000,1003,1525,1542,TZ,205,219,184,-17,-3,LAS,IND,1591,0
2004,10,31,7,1015,1013,1327,1331,NW,132,138,109,-4,2,MSP,IAD,908,1
2004,3,2,2,2140,2149,2235,2248,OH,55,59,41,-13,-9,MCO,TLH,227,0
2004,2,19,4,956,950,1102,1100,AA,66,70,45,2,6,DFW,SAT,247,1
2004,3,15,1,700,700,744,751,DL,44,51,22,-7,0,IND,CVG,98,0
2004,10,21,4,938,941,1223,1235,AA,225,234,184,-12,-3,EWR,DFW,1372,0
2004,2,3,2,1637,1641,1708,1722,AA,31,41,19,-14,-4,STT,SJU,68,0
2004,6,3,4,852,855,932,945,DL,160,170,140,-13,-3,CVG,DEN,1069,0
2004,5,8,6,827,820,913,908,OO,46,48,33,5,7,SMF,SFO,86,1
2004,4,18,7,1246,1245,1405,1406,MQ,79,81,66,-1,1,SJC,SAN,417,1
2004,8,18,3,652,700,1018,1041,AA,206,221,191,-23,-8,PHL,SJU,1576,0
2004,6,23,3,1955,2005,2156,2205,MQ,121,120,102,-9,-10,BOS,CMH,640,0
2004,1,27,2,1055,1055,1357,1310,FL,182,135,122,47,0,PHL,ATL,665,1
2004,8,19,4,1945,1930,2125,2057,DH,100,87,67,28,15,IAD,BOS,413,1
2004,7,24,6,1005,855,1212,1107,OH,127,132,105,65,70,MCO,CVG,756,1
2004,6,2,3,1445,1445,1713,1714,FL,148,149,117,-1,0,ATL,LGA,761,0
2004,11,28,7,2239,2227,2347,2343,AA,68,76,56,4,12,ORD,MSP,334,1
2004,4,7,3,1452,1455,1703,1659,CO,191,184,162,4,-3,EWR,MCI,1092,1
2004,10,21,4,820,820,1111,1104,OH,111,104,86,7,0,MSP,CVG,596,1
2004,12,14,2,651,653,746,759,UA,55,66,40,-13,-2,LAS,LAX,236,0
2004,4,19,1,1513,1505,1637,1629,XE,84,84,60,8,8,GPT,IAH,376,1
2004,8,23,1,1027,1035,1153,1200,DH,86,85,70,-7,-8,GSP,IAD,383,0
2004,9,7,2,2212,2145,2333,2313,OH,141,148,120,20,27,CVG,HOU,886,1
2004,1,30,5,2230,2230,2308,2306,EV,98,96,68,2,0,ATL,LIT,453,1
2004,6,8,2,1609,1555,1800,1745,AA,231,230,193,15,14,DFW,SJC,1438,1
2004,7,16,5,1052,1056,1341,1340,AA,109,104,80,1,-4,ELP,DFW,551,1
2004,4,4,7,1150,1150,1333,1340,WN,103,110,92,-7,0,SJC,PHX,621,0
2004,8,13,5,1535,1525,1658,1639,US,143,134,112,19,10,PHL,ORD,678,1
2004,3,22,1,1747,1735,2212,2206,HP,145,151,133,6,12,LAS,DFW,1055,1
2004,12,7,2,1742,1730,1910,1848,US,88,78,65,22,12,DCA,CLT,331,1
2004,3,28,7,928,935,1003,1005,OO,28,30,12,-2,0,ONT,LAX,47,0
2004,4,14,3,1248,1251,1357,1358,NW,69,67,37,-1,-3,PIT,DTW,201,0
2004,3,22,1,2240,2235,607,623,CO,267,288,251,-16,5,SEA,EWR,2401,1
2004,3,7,7,1708,1712,1834,1830,NW,146,138,121,4,-4,DCA,MEM,762,1
2004,3,20,6,1551,1605,1703,1720,US,72,75,57,-17,-14,JAX,CLT,329,0
2004,6,2,3,1847,1841,2148,2146,CO,121,125,98,2,6,IAH,JAX,817,1
2004,12,29,3,715,715,1603,1540,B6,348,325,472,23,0,LGB,BOS,2602,1
2004,4,14,3,1557,1557,1736,1744,AA,159,167,129,-8,0,BOS,ORD,867,0
2004,10,20,3,1904,1841,2024,2011,DL,80,90,62,13,23,ATL,DAY,432,1
2004,8,5,4,1935,1920,2042,2020,WN,67,60,55,22,15,HOU,MSY,303,1
2004,11,4,4,1845,1845,2123,2118,OO,98,93,74,5,0,DEN,BIS,517,1
2004,1,8,4,1725,1725,1832,1835,WN,67,70,57,-3,0,SMF,BUR,358,0
2004,11,14,7,911,915,1025,1036,NW,74,81,50,-11,-4,MKE,MSP,297,0
2004,12,8,3,2144,2059,2235,2159,CO,51,60,35,36,45,IAH,SAT,191,1
2004,11,8,1,1351,1356,1644,1619,DL,113,83,67,25,-5,MEM,ATL,332,1
2004,4,20,2,632,635,750,801,UA,78,86,64,-11,-3,ORD,MSP,334,0
2004,12,24,5,1818,1818,2005,2020,NW,107,122,87,-15,0,EWR,DTW,487,0
2004,4,27,2,832,829,1058,1049,DL,326,320,268,9,3,ATL,SJC,2116,1
2004,4,7,3,610,615,738,754,DH,88,99,70,-16,-5,CAE,CVG,404,0
2004,9,7,2,2154,2200,2312,2320,DH,78,80,46,-8,-6,IAD,JFK,228,0
2004,3,10,3,1507,1514,1610,1621,NW,63,67,39,-11,-7,DTW,IND,231,0
2004,10,28,4,2015,1930,38,10,WN,143,160,130,28,45,LAS,MCI,1140,1
2004,9,4,6,1030,635,1213,810,DH,103,95,70,243,235,CLT,CVG,335,1
2004,1,19,1,1148,855,1717,1425,AA,569,570,546,172,173,ORD,HNL,4243,1
2004,1,29,4,2030,2030,2131,2135,WN,61,65,53,-4,0,SMF,BUR,358,0
2004,2,7,6,900,850,1027,1000,UA,87,70,48,27,10,DSM,ORD,299,1
2004,8,11,3,638,643,1024,1034,AA,166,171,143,-10,-5,DFW,DCA,1192,0
2004,3,1,1,1005,1005,1122,1125,WN,77,80,62,-3,0,ELP,PHX,347,0
2004,8,13,5,1800,1800,2014,2025,AA,134,145,108,-11,0,DFW,ORD,802,0
2004,1,31,6,1453,1500,1605,1630,UA,132,150,118,-25,-7,LGA,ORD,733,0
2004,11,5,5,558,600,859,902,UA,121,122,106,-3,-2,RNO,DEN,804,0
2004,8,4,3,1516,1515,1646,1640,US,90,85,66,6,1,MHT,PHL,290,1
2004,10,26,2,1825,1825,1905,1910,WN,40,45,30,-5,0,SAT,HOU,192,0
2004,8,29,7,936,930,1114,1105,DL,98,95,79,9,6,ATL,DCA,547,1
2004,10,30,6,928,918,1055,1042,CO,207,204,177,13,10,IAH,SNA,1347,1
2004,12,16,4,1930,1930,2045,2100,WN,135,150,120,-15,0,MCO,STL,880,0
2004,8,22,7,740,735,849,855,UA,129,140,103,-6,5,ALB,ORD,723,1
2004,6,11,5,714,717,926,915,AA,252,238,216,11,-3,STL,LAX,1593,1
2004,2,21,6,1839,1840,2325,2322,UA,166,162,134,3,-1,DEN,CMH,1155,1
2004,11,27,6,1644,1643,1801,1800,MQ,77,77,53,1,1,DFW,SGF,364,1
2004,12,30,4,1358,1239,1547,1429,AA,169,170,147,78,79,ORD,HDN,1009,1
2004,11,1,1,859,900,944,946,UA,105,106,85,-2,-1,MCI,DEN,533,0
2004,5,21,5,950,950,1100,1100,WN,70,70,53,0,0,BUR,OAK,325,0
2004,10,20,3,1301,1253,1414,1358,MQ,73,65,37,16,8,DFW,CLL,164,1
2004,2,25,3,1230,1230,1357,1341,US,87,71,46,16,0,PHL,BOS,280,1
2004,7,8,4,706,715,839,839,AS,93,84,59,0,-9,SNA,OAK,371,0
2004,9,25,6,1635,1645,1719,1730,MQ,104,105,71,-11,-10,TYS,ORD,475,0
2004,9,24,5,700,700,809,815,WN,69,75,52,-6,0,BUR,OAK,325,0
2004,1,16,5,840,840,1115,1110,UA,335,330,305,5,0,IAD,SAN,2253,1
2004,4,7,3,2130,2135,2316,2310,NW,226,215,198,6,-5,MSP,SEA,1399,1
2004,7,1,4,1145,1130,1931,1904,DL,286,274,251,27,15,SMF,ATL,2092,1
2004,10,25,1,1024,1015,1127,1120,WN,63,65,46,7,9,LAS,SAN,258,1
2004,1,12,1,1255,1255,1328,1334,OH,33,39,21,-6,0,LEX,CVG,70,0
2004,6,5,6,1637,1638,1838,1854,AA,241,256,223,-16,-1,DFW,SEA,1660,0
2004,6,22,2,2021,2026,2239,2300,AS,138,154,128,-21,-5,PDX,PHX,1009,0
2004,8,17,2,1330,1330,1423,1425,WN,53,55,41,-2,0,HOU,HRL,276,0
2004,10,4,1,1115,1105,1311,1313,DL,56,68,40,-2,10,VPS,ATL,264,1
2004,7,14,3,1425,1415,1547,1532,NW,82,77,55,15,10,MEM,VPS,369,1
2004,3,3,3,1430,1430,1655,1710,B6,145,160,126,-15,0,IAD,FLL,901,0
2004,7,14,3,2045,1928,2203,2048,UA,78,80,54,75,77,SFO,LAX,337,1
2004,12,15,3,1044,1045,1206,1207,DH,82,82,68,-1,-1,IAD,PVD,372,0
2004,7,22,4,2110,2110,2227,2225,WN,77,75,65,2,0,SJC,SAN,417,1
2004,5,29,6,1446,1450,1635,1635,XE,109,105,80,0,-4,EWR,CMH,462,0
2004,9,23,4,1450,1450,1540,1555,WN,110,125,95,-15,0,BWI,BHM,682,0
2004,5,16,7,1341,1345,1709,1659,XE,148,134,118,10,-4,BNA,EWR,748,1
2004,8,7,6,743,740,917,908,DL,94,88,72,9,3,SDF,ATL,321,1
2004,10,28,4,1344,1350,1512,1520,DH,88,90,67,-8,-6,GSP,IAD,383,0
2004,5,12,3,1802,1805,2249,2305,HP,167,180,147,-16,-3,PHX,MSP,1276,0
2004,4,1,4,743,745,1133,1147,AA,170,182,144,-14,-2,ORD,MIA,1197,0
2004,4,1,4,2052,2053,2358,2348,AA,126,115,97,10,-1,DFW,ATL,732,1
2004,12,2,4,1258,1300,1529,1546,UA,91,106,77,-17,-2,ORD,DCA,612,0
2004,9,30,4,2138,2130,2259,2250,WN,81,80,69,9,8,MCI,BNA,491,1
2004,9,3,5,0,1716,0,2105,AA,0,169,0,0,0,DFW,FLL,1119,0
2004,8,15,7,1149,1145,1337,1339,DL,108,114,87,-2,4,DTW,ATL,594,1
2004,8,4,3,1034,1020,1804,1740,DL,270,260,249,24,14,LAX,ATL,1946,1
2004,11,1,1,1653,1404,2237,1945,UA,224,221,198,172,169,PSP,ORD,1652,1
2004,7,3,6,1558,1605,1914,1927,XE,136,142,109,-13,-7,IAH,SDF,788,0
2004,3,25,4,1709,1715,1818,1845,DH,69,90,42,-27,-6,LGA,IAD,229,0
2004,6,1,2,545,545,643,655,EV,58,70,46,-12,0,BPT,DFW,270,0
2004,10,23,6,1508,1510,1606,1623,XE,58,73,37,-17,-2,EWR,BWI,169,0
2004,7,20,2,1237,1240,1424,1428,NW,107,108,83,-4,-3,CLT,DTW,500,0
2004,12,8,3,2041,2010,2146,2108,MQ,65,58,36,38,31,LAX,SAN,109,1
2004,4,16,5,1146,1150,1324,1342,XE,158,172,132,-18,-4,CLT,IAH,913,0
2004,10,21,4,816,715,928,819,EV,72,64,43,69,61,CAE,ATL,191,1
2004,11,5,5,2056,2056,2307,2302,CO,251,246,217,5,0,IAH,OAK,1628,1
2004,3,29,1,1055,1055,1235,1237,OH,100,102,84,-2,0,CVG,ACY,542,0
2004,11,10,3,1601,1605,1713,1714,US,72,69,58,-1,-4,CLT,ATL,227,0
2004,7,27,2,1912,1855,2133,2109,NW,81,74,53,24,17,MEM,ATL,332,1
2004,8,19,4,1855,1850,2013,2002,OO,78,72,63,11,5,SLC,BZN,347,1
2004,4,27,2,1027,1030,1208,1219,EV,101,109,84,-11,-3,MOB,DFW,540,0
2004,12,11,6,0,745,0,1236,US,0,171,0,0,0,DEN,PIT,1290,0
2004,10,30,6,913,912,1030,1020,NW,257,248,234,10,1,DTW,PHX,1671,1
2004,5,23,7,1734,1735,2212,2211,DL,158,156,127,1,-1,DEN,CVG,1069,1
2004,10,20,3,730,730,1232,1300,WN,182,210,169,-28,0,LAS,MDW,1521,0
2004,10,26,2,1640,1648,1812,1826,UA,92,98,81,-14,-8,PDX,SFO,550,0
2004,12,28,2,555,550,632,633,OO,37,43,26,-1,5,MFR,EUG,122,1
2004,6,7,1,1645,1605,1803,1730,WN,78,85,65,33,40,SAN,OAK,446,1
2004,12,13,1,1258,1310,1537,1557,OO,99,107,88,-20,-12,SBA,SLC,615,0
2004,5,10,1,1245,1250,1334,1341,DL,109,111,87,-7,-5,SLC,SNA,588,0
2004,7,4,7,635,635,805,830,WN,210,235,202,-25,0,MDW,LAS,1521,0
2004,11,6,6,1012,950,1231,1235,XE,139,165,116,-4,22,EWR,DAB,884,1
2004,9,21,2,1917,1919,2059,2110,AA,102,111,82,-11,-2,OMA,DFW,583,0
2004,1,11,7,1426,1415,1520,1528,AA,174,193,155,-8,11,DFW,LAX,1235,1
2004,12,14,2,930,930,1029,1043,DL,59,73,41,-14,0,LGA,DCA,214,0
2004,10,19,2,721,709,925,850,NW,244,221,221,35,12,MSP,LAX,1536,1
2004,11,30,2,1906,1905,1959,1957,DH,113,112,94,2,1,IAD,BNA,542,1
2004,4,16,5,1825,1825,1940,1945,WN,75,80,66,-5,0,RNO,PDX,444,0
2004,10,22,5,1236,1235,1355,1348,HP,79,73,53,7,1,ONT,PHX,325,1
2004,3,15,1,1140,1140,1425,1430,WN,105,110,89,-5,0,SJC,PHX,621,0
2004,8,24,2,1334,1334,1437,1424,EV,63,50,30,13,0,ATL,CHA,106,1
2004,7,20,2,1407,1335,1519,1500,UA,72,85,48,19,32,DSM,ORD,299,1
2004,1,29,4,1958,1945,2308,2238,DL,130,113,81,30,13,IAH,ATL,689,1
2004,10,7,4,652,655,741,748,MQ,49,53,31,-7,-3,PSP,LAX,110,0
2004,2,13,5,854,855,1217,1207,NW,143,132,119,10,-1,MEM,PHL,874,1
2004,7,27,2,921,923,1252,1258,AA,151,155,131,-6,-2,ORD,MCO,1005,0
2004,2,7,6,2033,1900,2333,2154,AA,360,354,320,99,93,FLL,LAX,2342,1
2004,12,3,5,645,645,812,805,WN,87,80,67,7,0,OAK,SAN,446,1
2004,2,29,7,1400,1337,1505,1453,OO,65,76,153,12,23,SFO,SBA,262,1
2004,11,3,3,1905,1900,2004,2000,MQ,59,60,39,4,5,RDU,DCA,227,1
2004,2,23,1,1143,1150,1300,1317,AA,137,147,115,-17,-7,TPA,STL,869,0
2004,2,15,7,815,816,922,925,EV,67,69,43,-3,-1,ATL,AVL,164,0
2004,3,8,1,1914,1915,2006,1957,DL,112,102,74,9,-1,ATL,MSY,425,1
2004,3,3,3,642,650,1233,1227,CO,231,217,215,6,-8,SMF,IAH,1609,1
2004,8,3,2,0,1930,0,2151,OH,0,81,0,0,0,HSV,CVG,325,0
2004,5,25,2,1712,1716,1911,1852,NW,119,96,85,19,-4,DTW,CLT,500,1
2004,12,5,7,2026,2030,2308,2305,HP,342,335,312,3,-4,MIA,LAS,2175,1
2004,7,5,1,2236,2230,605,605,US,269,275,248,0,6,LAX,CLT,2125,1
2004,7,30,5,558,600,737,736,UA,219,216,200,1,-2,BWI,DEN,1491,1
2004,7,28,3,1443,1420,1611,1530,MQ,88,70,72,41,23,LAX,SJC,308,1
2004,3,12,5,1700,1704,1823,1809,CO,83,65,38,14,-4,AUS,IAH,140,1
2004,8,3,2,1047,1045,1115,1110,WN,88,85,65,5,2,RDU,BNA,443,1
2004,11,3,3,1958,2000,2255,2259,B6,357,359,157,-4,-2,JFK,SEA,2421,0
2004,7,12,1,1728,1616,1958,1856,HP,150,160,136,62,72,PHX,PDX,1009,1
2004,4,8,4,910,910,921,925,WN,71,75,55,-4,0,SLC,LAS,368,0
2004,8,9,1,850,850,909,915,OH,79,85,58,-6,0,CVG,MEM,403,0
2004,3,24,3,917,925,1047,1101,XE,150,156,118,-14,-8,IND,IAH,845,0
2004,5,30,7,830,835,1551,1546,NW,261,251,245,5,-5,PDX,DTW,1953,1
2004,1,1,4,1839,1845,2051,2102,US,132,137,115,-11,-6,MCO,PHL,861,0
